SK_ID_CURR,TARGET
100001,0.04102722286747419
100005,0.07910342333805125
100013,0.015245361157944717
100028,0.03099567194729339
100038,0.15797986916732365
100042,0.031289360111199434
100057,0.023930201993680823
100065,0.04787743727681756
100066,0.01430812564095577
100067,0.0656024418037293
100074,0.06114942873606621
100090,0.04043132980107876
100091,0.1544557206964593
100092,0.08800901769560913
100106,0.07971816502644995
100107,0.13267705991273313
100109,0.06477786083950354
100117,0.028939071225833054
100128,0.08711826650509287
100141,0.0400454967020831
100150,0.014953490132249952
100168,0.013823820416868384
100169,0.03143563997341916
100170,0.044955545318210215
100171,0.040544265960336286
100172,0.07893318034549777
100184,0.04376079247831416
100187,0.06940275891668558
100212,0.0751678370708005
100222,0.05948090019047274
100223,0.01716191665850492
100232,0.029714180713811374
100241,0.226525460233443
100245,0.016944952777841527
100253,0.018874178202084053
100256,0.0684223373130316
100271,0.01573976749798218
100278,0.2560011051932739
100280,0.012069671321307988
100306,0.16397543793445715
100311,0.1577737657126088
100312,0.03957367657873235
100330,0.1433057264174642
100331,0.04550017338072843
100352,0.1154784650883865
100358,0.0649022617897507
100367,0.03032495048965639
100382,0.1473859438749979
100384,0.0683380199115893
100385,0.11099881189795867
100386,0.05784598590961538
100399,0.0321210039665841
100404,0.05973497983818259
100416,0.02087366225974405
100422,0.09821926734464735
100426,0.030027893288673387
100438,0.04976081008342988
100444,0.15699308583619118
100445,0.15949108892839683
100446,0.08715349122413693
100447,0.0331536632430753
100450,0.03843388657068327
100466,0.013870059619941907
100483,0.03808554906098472
100484,0.04383325106315432
100494,0.05953361247898169
100510,0.18732899151068297
100512,0.018246531819554535
100517,0.031021778200526748
100548,0.03452435923717615
100551,0.038309625004187914
100552,0.08391497796356197
100553,0.023763588528509228
100561,0.08466700056393249
100568,0.5096947468826731
100569,0.04078720916964874
100591,0.05456187886763711
100592,0.02646601483223583
100602,0.08475176145222266
100607,0.05758244896653442
100613,0.09694146123144874
100617,0.17789475531533866
100618,0.06878251291157794
100622,0.039907882347692415
100625,0.09000681117924558
100677,0.18982052405927033
100699,0.05515646145789419
100702,0.4124719868905058
100711,0.05366176191459584
100729,0.11343399876453464
100740,0.25582647744861287
100744,0.16661846170414493
100745,0.07058140958351461
100747,0.07486447147571901
100751,0.2588631059707882
100752,0.06543916454219838
100753,0.2221300243822058
100754,0.1926072294808092
100760,0.04897237506273267
100762,0.07795984633769626
100763,0.059978604113452155
100765,0.019159602527622548
100770,0.04486953013810714
100772,0.019811036528260818
100777,0.03930088889190052
100791,0.02100825638204881
100792,0.01662221767475487
100797,0.02855717772975954
100823,0.032822886071095195
100826,0.03141650649581613
100830,0.038555675893221966
100836,0.2610562115886455
100872,0.035984382741946895
100910,0.060067525984801945
100913,0.10989208216697058
100918,0.03737822795710402
100931,0.014989523275062897
